,last_login
72029,0.4
72030,44.5
72031,4.3
72032,20.6
72033,33.4
72034,17.0
72035,50.9
72036,33.0
72037,28.6
72038,8.9
72039,20.3
72040,33.0
72041,1.3
72042,5.7
72043,73.4
72044,1.3
72045,16.6
72046,20.1
72047,44.0
72048,3.0
72049,8.7
72050,9.7
72051,11.0
72052,58.8
72053,46.1
72054,3.3
72055,2.6
72056,24.3
72057,58.0
72058,3.1
72059,4.5
72060,5.5
72061,20.7
72062,7.3
72063,15.4
72064,4.7
72065,84.8
72066,11.4
72067,22.1
72068,28.2
72069,0.3
72070,36.3
72071,48.6
72072,24.6
72073,6.1
72074,15.7
72075,28.2
72076,61.9
72077,38.8
72078,38.3
72079,83.6
72080,31.3
72081,91.6
72082,23.0
72083,17.1
72084,57.0
72085,56.8
72086,17.6
72087,19.5
72088,111.1
72089,22.9
72090,43.2
72091,21.8
72092,19.9
72093,36.8
72094,19.4
72095,22.7
72096,0.2
72097,24.9
72098,13.6
72099,43.3
72100,110.0
72101,12.7
72102,52.3
72103,23.9
72104,1.7
72105,1.4
72106,23.6
72107,52.1
72108,11.6
72109,24.1
72110,0.7
72111,16.7
72112,11.3
72113,99.6
72114,4.0
72115,12.5
72116,6.8
72117,28.6
72118,66.0
72119,30.0
72120,31.1
72121,33.9
72122,32.8
72123,22.3
72124,77.7
72125,3.9
72126,4.1
72127,32.8
72128,0.8
72129,13.2
72130,26.1
72131,11.7
72132,8.9
72133,20.0
72134,81.4
72135,82.7
72136,62.5
72137,13.4
72138,12.1
72139,21.3
72140,39.0
72141,17.0
72142,42.9
72143,50.7
72144,66.6
72145,10.5
72146,3.8
72147,101.4
72148,14.5
72149,4.7
72150,8.7
72151,13.1
72152,6.2
72153,41.7
72154,40.2
72155,17.5
72156,17.1
72157,60.8
72158,2.4
72159,7.7
72160,23.7
72161,4.5
72162,5.6
72163,57.8
72164,18.3
72165,15.5
72166,57.7
72167,42.0
72168,16.9
72169,5.3
72170,25.3
72171,2.8
72172,37.1
72173,79.8
72174,42.2
72175,0.0
72176,51.6
72177,17.3
72178,84.4
72179,8.1
72180,55.8
72181,10.8
72182,43.0
72183,22.2
72184,50.9
72185,0.8
72186,14.3
72187,34.1
72188,4.1
72189,32.8
72190,57.6
72191,9.1
72192,32.1
72193,4.5
72194,176.0
72195,3.3
72196,27.4
72197,9.8
72198,5.4
72199,29.5
72200,77.9
72201,31.3
72202,17.2
72203,10.0
72204,29.6
72205,5.5
72206,33.0
72207,8.3
72208,39.8
72209,10.8
72210,16.0
72211,122.4
72212,51.5
72213,18.2
72214,13.8
72215,5.5
72216,46.1
72217,19.4
72218,45.0
72219,36.6
72220,3.9
72221,20.5
72222,93.5
72223,54.0
72224,8.2
72225,8.1
72226,27.0
72227,25.8
72228,52.3
72229,28.4
72230,65.5
72231,37.0
72232,199.7
72233,54.7
72234,5.7
72235,0.9
72236,97.5
72237,41.9
72238,14.2
72239,15.1
72240,21.7
72241,3.9
72242,75.5
72243,8.1
72244,8.6
72245,84.6
72246,11.5
72247,55.8
72248,25.3
72249,1.8
72250,8.1
72251,75.5
72252,0.0
72253,8.1
72254,3.0
72255,117.3
72256,10.5
72257,35.5
72258,49.1
72259,9.1
72260,21.4
72261,36.4
72262,93.7
72263,19.7
72264,36.1
72265,43.7
72266,4.9
72267,10.7
72268,24.8
72269,3.0
72270,17.0
72271,29.4
72272,19.5
72273,10.9
72274,30.2
72275,42.0
72276,3.4
72277,14.6
72278,86.8
72279,61.0
72280,8.1
72281,1.4
72282,7.7
72283,25.5
72284,13.5
72285,1.8
72286,24.9
72287,32.2
72288,42.6
72289,26.2
72290,12.7
72291,35.9
72292,5.9
72293,51.8
72294,51.6
72295,11.5
72296,39.8
72297,32.6
72298,17.1
72299,10.6
72300,29.1
72301,11.3
72302,63.0
72303,11.4
72304,2.4
72305,11.6
72306,3.4
72307,2.4
72308,60.4
72309,16.1
72310,0.2
72311,18.4
72312,32.1
72313,3.1
72314,108.7
72315,8.5
72316,5.3
72317,146.6
72318,6.0
72319,0.5
72320,18.1
72321,17.5
72322,13.9
72323,25.2
72324,3.7
72325,30.8
72326,30.8
72327,9.3
72328,19.6
72329,8.2
72330,4.9
72331,16.6
72332,54.6
72333,35.7
72334,6.6
72335,1.2
72336,158.3
72337,29.7
72338,16.0
72339,17.4
72340,31.3
72341,37.1
72342,31.0
72343,86.1
72344,44.2
72345,1.5
72346,19.5
72347,39.5
72348,17.3
72349,43.5
72350,2.7
72351,34.9
72352,29.3
72353,30.3
72354,0.7
72355,42.9
72356,0.4
72357,12.4
72358,22.5
72359,12.2
72360,20.8
72361,3.3
72362,60.3
72363,14.5
72364,63.3
72365,12.2
72366,58.0
72367,80.9
72368,79.4
72369,1.3
72370,16.0
72371,26.4
72372,2.8
72373,30.8
72374,44.8
72375,12.4
72376,110.3
72377,16.8
72378,46.8
72379,19.7
72380,17.8
72381,18.2
72382,70.1
72383,21.3
72384,15.4
72385,21.2
72386,25.7
72387,14.3
72388,31.5
72389,63.7
72390,2.7
72391,21.1
72392,6.3
72393,1.2
72394,8.3
72395,33.8
72396,14.5
72397,30.8
72398,0.2
72399,16.8
72400,60.7
72401,8.7
72402,27.3
72403,18.6
72404,85.3
72405,3.3
72406,26.9
72407,108.6
72408,16.2
72409,60.0
72410,56.1
72411,17.0
72412,9.5
72413,7.3
72414,26.6
72415,12.9
72416,70.7
72417,2.0
72418,2.7
72419,14.8
72420,48.5
72421,93.6
72422,84.3
72423,37.4
72424,21.3
72425,51.8
72426,4.1
72427,10.0
72428,3.8
72429,2.0
72430,6.1
72431,12.1
72432,0.7
72433,57.4
72434,179.0
72435,22.2
72436,12.1
72437,4.6
72438,4.1
72439,63.1
72440,4.0
72441,39.6
72442,10.4
72443,14.4
72444,111.3
72445,4.2
72446,41.8
72447,49.5
72448,51.2
72449,13.2
72450,31.0
72451,31.5
72452,6.1
72453,20.5
72454,5.4
72455,30.7
72456,96.5
72457,18.7
72458,11.8
72459,5.9
72460,3.8
72461,126.2
72462,6.3
72463,43.4
72464,35.0
72465,18.1
72466,9.4
72467,24.8
72468,82.7
72469,3.0
72470,12.4
72471,2.3
72472,3.2
72473,9.4
72474,11.6
72475,36.1
72476,41.4
72477,26.1
72478,11.2
72479,12.0
72480,81.6
72481,33.9
72482,88.3
72483,20.9
72484,42.8
72485,80.1
72486,3.7
72487,12.4
72488,24.4
72489,8.7
72490,8.3
72491,11.8
72492,18.4
72493,21.3
72494,13.2
72495,9.3
72496,19.3
72497,5.7
72498,13.0
72499,61.8
72500,5.0
72501,18.8
72502,32.0
72503,34.4
72504,0.4
72505,3.9
72506,9.6
72507,3.4
72508,3.6
72509,46.7
72510,37.7
72511,85.2
72512,34.9
72513,83.3
72514,71.3
72515,71.9
72516,47.9
72517,35.8
72518,32.0
72519,10.5
72520,41.9
72521,14.3
72522,93.5
72523,29.9
72524,18.7
72525,56.3
72526,57.0
72527,21.9
72528,8.9
72529,83.9
72530,0.5
72531,3.4
72532,35.6
72533,9.4
72534,60.0
72535,32.9
72536,102.0
72537,47.5
72538,24.0
72539,46.8
72540,98.0
72541,62.2
72542,37.1
72543,1.4
72544,13.0
72545,84.4
72546,27.1
72547,43.5
72548,3.5
72549,26.9
72550,1.8
72551,19.9
72552,8.0
72553,59.7
72554,28.8
72555,35.3
72556,25.3
72557,101.0
72558,38.2
72559,21.3
72560,29.3
72561,14.3
72562,55.3
72563,3.9
72564,13.0
72565,45.4
72566,59.7
72567,27.8
72568,33.6
72569,14.6
72570,41.8
72571,3.5
72572,3.1
72573,11.1
72574,11.1
72575,22.3
72576,25.9
72577,41.4
72578,31.0
72579,34.4
72580,126.2
72581,19.4
72582,0.3
72583,10.5
72584,139.9
72585,7.7
72586,6.1
72587,33.6
72588,11.3
72589,12.1
72590,7.3
72591,3.7
72592,34.3
72593,15.7
72594,14.2
72595,12.5
72596,8.7
72597,4.7
72598,55.0
72599,18.0
72600,71.9
72601,13.6
72602,72.5
72603,32.7
72604,2.8
72605,43.6
72606,47.8
72607,20.8
72608,3.2
72609,100.0
72610,134.0
72611,3.6
72612,47.6
72613,0.1
72614,16.0
72615,18.5
72616,57.7
72617,2.8
72618,22.8
72619,5.7
72620,19.7
72621,11.2
72622,9.4
72623,2.2
72624,49.5
72625,0.3
72626,41.3
72627,3.2
72628,33.3
72629,23.3
72630,13.1
72631,53.0
72632,24.4
72633,6.2
72634,52.7
72635,0.7
72636,45.4
72637,6.2
72638,18.2
72639,10.8
72640,37.2
72641,87.9
72642,15.6
72643,4.5
72644,1.8
72645,19.7
72646,19.8
72647,10.6
72648,24.5
72649,15.5
72650,22.7
72651,20.3
72652,4.8
72653,22.1
72654,19.6
72655,12.0
72656,23.5
72657,20.3
72658,13.4
72659,3.6
72660,45.7
72661,16.5
72662,7.6
72663,186.6
72664,6.9
72665,18.7
72666,10.1
72667,15.6
72668,66.2
72669,28.6
72670,1.5
72671,16.7
72672,58.6
72673,115.9
72674,21.8
72675,41.4
72676,105.9
72677,11.2
72678,6.2
72679,26.4
72680,24.8
72681,7.7
72682,1.4
72683,148.3
72684,19.7
72685,28.4
72686,33.9
72687,2.7
72688,40.0
72689,19.0
72690,26.1
72691,9.5
72692,29.9
72693,47.8
72694,28.7
72695,20.2
72696,18.8
72697,124.6
72698,17.4
72699,8.2
72700,44.8
72701,21.6
72702,9.6
72703,20.3
72704,21.3
72705,19.4
72706,11.6
72707,28.8
72708,25.9
72709,11.2
72710,35.3
72711,23.8
72712,15.0
72713,0.7
72714,35.0
72715,24.5
72716,1.7
72717,1.5
72718,33.6
72719,9.5
72720,16.1
72721,36.0
72722,50.0
72723,59.7
72724,3.0
72725,21.2
72726,30.5
72727,11.9
72728,31.8
72729,40.1
72730,38.0
72731,42.1
72732,33.5
72733,3.0
72734,14.5
72735,19.7
72736,45.5
72737,5.7
72738,33.2
72739,2.4
72740,70.9
72741,9.1
72742,13.0
72743,17.4
72744,6.8
72745,67.1
72746,54.5
72747,24.1
72748,2.9
72749,30.2
72750,29.1
72751,42.9
72752,25.2
72753,33.9
72754,15.1
72755,8.7
72756,40.1
72757,22.1
72758,8.1
72759,12.3
72760,74.2
72761,53.6
72762,53.9
72763,83.3
72764,8.5
72765,2.8
72766,27.7
72767,22.1
72768,193.5
72769,25.5
72770,22.3
72771,0.1
72772,25.3
72773,3.1
72774,46.8
72775,63.0
72776,127.8
72777,47.3
72778,20.8
72779,28.5
72780,25.0
72781,60.1
72782,8.8
72783,0.5
72784,4.2
72785,18.0
72786,31.3
72787,35.8
72788,14.2
72789,13.1
72790,63.9
72791,7.8
72792,51.6
72793,24.2
72794,8.4
72795,52.7
72796,36.0
72797,11.2
72798,2.9
72799,17.8
72800,4.7
72801,53.4
72802,38.4
72803,114.2
72804,12.9
72805,20.3
72806,64.8
72807,10.2
72808,30.4
72809,17.0
72810,55.1
72811,12.4
72812,49.4
72813,10.1
72814,25.0
72815,0.7
72816,115.4
72817,207.9
72818,46.5
72819,81.4
72820,43.8
72821,13.6
72822,61.1
72823,79.4
72824,21.5
72825,41.8
72826,86.7
72827,20.6
72828,156.9
72829,10.7
72830,25.8
72831,10.9
72832,54.6
72833,35.4
72834,97.0
72835,11.1
72836,3.9
72837,56.4
72838,30.0
72839,48.2
72840,1.9
72841,37.5
72842,74.0
72843,22.0
72844,16.3
72845,47.9
72846,140.7
72847,19.7
72848,52.9
72849,7.3
72850,0.8
72851,82.4
72852,9.3
72853,6.3
72854,27.4
72855,8.6
72856,39.0
72857,32.2
72858,14.3
72859,24.1
72860,36.0
72861,3.9
72862,39.0
72863,2.5
72864,13.0
72865,19.8
72866,78.7
72867,13.3
72868,2.8
72869,7.9
72870,18.7
72871,4.2
72872,100.6
72873,16.6
72874,9.9
72875,79.9
72876,78.8
72877,63.1
72878,8.8
72879,7.3
72880,41.3
72881,107.4
72882,39.6
72883,54.0
72884,27.7
72885,0.1
72886,13.3
72887,4.1
72888,12.3
72889,2.5
72890,1.3
72891,7.0
72892,29.1
72893,3.5
72894,8.5
72895,2.4
72896,5.7
72897,0.3
72898,15.4
72899,14.9
72900,28.7
72901,55.5
72902,51.6
72903,13.0
72904,24.7
72905,7.8
72906,30.6
72907,7.4
72908,5.7
72909,2.0
72910,8.3
72911,4.1
72912,13.1
72913,1.7
72914,36.5
72915,44.9
72916,4.6
72917,9.9
72918,20.9
72919,7.3
72920,33.0
72921,4.2
72922,46.8
72923,6.5
72924,52.2
72925,24.3
72926,8.2
72927,12.2
72928,23.9
72929,10.9
72930,10.2
72931,110.3
72932,99.8
72933,113.3
72934,105.4
72935,66.3
72936,13.6
72937,7.0
72938,20.6
72939,2.3
72940,35.6
72941,17.5
72942,35.5
72943,7.1
72944,35.0
72945,5.2
72946,33.5
72947,0.3
72948,5.0
72949,22.2
72950,22.5
72951,21.6
72952,13.1
72953,9.6
72954,59.5
72955,26.0
72956,29.6
72957,7.5
72958,47.3
72959,95.9
72960,3.6
72961,12.5
72962,11.1
72963,96.9
72964,66.6
72965,4.7
72966,68.4
72967,37.4
72968,2.0
72969,14.8
72970,18.9
72971,21.5
72972,16.4
72973,1.4
72974,11.5
72975,20.4
72976,32.6
72977,11.9
72978,1.6
72979,54.4
72980,52.5
72981,74.7
72982,20.2
72983,52.2
72984,20.1
72985,18.7
72986,25.1
72987,67.2
72988,8.0
72989,6.3
72990,122.1
72991,52.7
72992,60.1
72993,14.5
72994,51.5
72995,11.6
72996,27.6
72997,17.1
72998,38.6
72999,17.2
73000,1.5
73001,2.4
73002,25.8
73003,6.3
73004,33.5
73005,45.7
73006,46.6
73007,56.3
73008,44.6
73009,45.5
73010,20.5
73011,21.3
73012,53.7
73013,0.4
73014,17.1
73015,46.3
73016,63.9
73017,94.7
73018,15.5
73019,1.3
73020,37.5
73021,20.3
73022,4.7
73023,2.2
73024,12.2
73025,13.5
73026,43.0
73027,66.2
73028,9.9
73029,6.5
73030,9.1
73031,76.2
73032,5.8
73033,101.1
73034,21.6
73035,44.4
73036,0.7
73037,12.9
73038,24.5
73039,2.6
73040,1.0
73041,10.7
73042,18.0
73043,6.7
73044,0.6
73045,57.3
73046,10.3
73047,21.3
73048,79.5
73049,29.3
73050,9.8
73051,11.1
73052,47.1
73053,2.9
73054,21.6
73055,69.4
73056,52.7
73057,15.1
73058,22.4
73059,21.9
73060,17.7
73061,29.2
73062,38.3
73063,45.4
73064,6.9
73065,15.6
73066,25.8
73067,57.7
73068,6.0
73069,8.0
73070,14.3
73071,6.0
73072,6.3
73073,89.4
73074,17.1
73075,78.3
73076,25.2
73077,20.8
73078,23.6
73079,5.4
73080,40.4
73081,23.1
73082,66.9
73083,4.8
73084,17.1
73085,74.0
73086,47.3
73087,30.1
73088,1.6
73089,28.8
73090,35.6
73091,1.5
73092,9.9
73093,29.8
73094,5.9
73095,69.2
73096,25.6
73097,87.5
73098,44.8
73099,3.3
73100,0.7
73101,29.4
73102,35.4
73103,67.6
73104,1.6
73105,1.6
73106,38.3
73107,11.3
73108,8.7
73109,8.1
73110,60.1
73111,18.1
73112,1.8
73113,117.1
73114,12.7
73115,20.5
73116,38.9
73117,0.7
73118,5.1
73119,107.1
73120,11.3
73121,27.5
73122,24.3
73123,34.9
73124,0.1
73125,72.1
73126,2.1
73127,90.7
73128,1.6
73129,5.5
73130,43.2
73131,7.6
73132,45.1
73133,93.4
73134,44.6
73135,77.6
73136,97.6
73137,2.8
73138,12.8
73139,5.7
73140,2.5
73141,19.4
73142,85.1
73143,28.9
73144,31.7
73145,10.8
73146,27.5
73147,9.5
73148,41.5
73149,104.5
73150,13.1
73151,18.3
73152,30.2
73153,14.0
73154,36.0
73155,4.8
73156,25.1
73157,14.4
73158,40.4
73159,30.9
73160,32.7
73161,80.9
73162,64.1
73163,9.3
73164,0.6
73165,61.6
73166,47.7
73167,10.7
73168,14.7
73169,3.6
73170,4.5
73171,25.5
73172,38.1
73173,16.6
73174,6.3
73175,8.2
73176,18.4
73177,58.0
73178,7.7
73179,18.9
73180,3.1
73181,141.7
73182,117.0
73183,46.1
73184,39.8
73185,34.0
73186,3.7
73187,45.9
73188,45.0
73189,26.3
73190,96.1
73191,112.4
73192,46.8
73193,64.9
73194,0.8
73195,10.2
73196,2.1
73197,32.5
73198,3.5
73199,0.7
73200,3.8
73201,56.4
73202,13.1
73203,17.5
73204,56.1
73205,128.0
73206,2.9
73207,19.1
73208,24.7
73209,6.2
73210,17.3
73211,33.5
73212,38.4
73213,147.6
73214,14.0
73215,1.3
73216,18.2
73217,19.7
73218,17.3
73219,30.2
73220,20.2
73221,7.8
73222,16.3
73223,164.8
73224,12.4
73225,97.5
73226,8.5
73227,23.3
73228,33.2
73229,34.4
73230,20.8
73231,84.3
73232,19.5
73233,84.6
73234,32.0
73235,26.0
73236,95.6
73237,7.0
73238,71.6
73239,14.6
73240,11.5
73241,8.8
73242,13.9
73243,41.6
73244,78.8
73245,12.8
73246,10.4
73247,7.6
73248,30.4
73249,64.0
73250,37.1
73251,3.8
73252,10.7
73253,123.6
73254,81.4
73255,36.1
73256,2.9
73257,48.3
73258,0.7
73259,22.9
73260,30.8
73261,46.4
73262,8.5
73263,28.1
73264,21.1
73265,59.1
73266,18.7
73267,0.9
73268,83.1
73269,12.8
73270,42.9
73271,94.7
73272,57.5
73273,13.8
73274,20.4
73275,8.6
73276,42.0
73277,3.8
73278,4.8
73279,28.4
73280,58.5
73281,25.7
73282,30.7
73283,44.5
73284,6.9
73285,45.2
73286,4.5
73287,27.3
73288,39.4
73289,13.3
73290,49.6
73291,9.8
73292,38.3
73293,23.6
73294,42.5
73295,46.9
73296,91.7
73297,31.8
73298,19.0
73299,20.0
73300,2.6
73301,46.6
73302,47.0
73303,86.3
73304,123.3
73305,40.6
73306,5.9
73307,114.0
73308,18.5
73309,32.9
73310,32.5
73311,57.8
73312,33.0
73313,103.0
73314,13.3
73315,39.7
73316,11.8
73317,10.4
73318,38.6
73319,67.3
73320,60.4
73321,9.5
73322,19.0
73323,48.9
73324,8.8
73325,5.9
73326,9.0
73327,98.9
73328,20.9
73329,6.4
73330,61.9
73331,60.5
73332,118.0
73333,41.5
73334,0.5
73335,10.3
73336,29.6
73337,41.6
73338,47.3
73339,4.6
73340,2.2
73341,28.4
73342,13.6
73343,14.0
73344,64.8
73345,80.9
73346,5.3
73347,18.2
73348,13.9
73349,107.9
73350,47.4
73351,117.7
73352,5.9
73353,54.2
73354,70.0
73355,111.1
73356,28.2
73357,5.4
73358,1.9
73359,28.8
73360,13.1
73361,22.6
73362,13.2
73363,84.8
73364,92.3
73365,41.1
73366,25.6
73367,12.8
73368,13.3
73369,53.8
73370,16.0
73371,19.8
73372,4.6
73373,6.7
73374,11.2
73375,47.8
73376,34.7
73377,7.7
73378,34.5
73379,2.4
73380,9.1
73381,4.9
73382,61.6
73383,25.2
73384,1.5
73385,41.1
73386,32.5
73387,14.0
73388,3.7
73389,1.2
73390,70.7
73391,34.5
73392,31.4
73393,2.2
73394,45.7
73395,2.2
73396,20.3
73397,21.7
73398,0.9
73399,1.2
73400,5.6
73401,77.4
73402,20.2
73403,27.3
73404,22.6
73405,14.2
73406,50.5
73407,48.1
73408,63.1
73409,19.5
73410,62.3
73411,7.7
73412,19.5
73413,23.8
73414,21.5
73415,48.8
73416,32.7
73417,14.3
73418,14.3
73419,49.4
73420,10.2
73421,15.2
73422,11.2
73423,23.8
73424,53.1
73425,0.4
73426,40.1
73427,3.4
73428,9.8
73429,11.1
73430,1.1
73431,0.1
73432,9.7
73433,3.4
73434,26.6
73435,31.7
73436,34.9
73437,34.2
73438,49.5
73439,60.7
73440,45.8
73441,38.5
73442,25.9
73443,14.1
73444,65.4
73445,18.7
73446,30.6
73447,5.8
73448,16.0
73449,8.1
73450,1.3
73451,125.0
73452,16.2
73453,10.1
73454,4.4
73455,16.0
73456,51.1
73457,1.0
73458,27.1
73459,0.8
73460,15.1
73461,125.6
73462,20.5
73463,12.7
73464,21.6
73465,15.4
73466,8.2
73467,14.3
73468,11.0
73469,23.8
73470,24.1
73471,33.5
73472,60.9
73473,6.1
73474,23.6
73475,33.1
73476,40.8
73477,0.5
73478,49.9
73479,1.0
73480,31.4
73481,28.7
73482,3.0
73483,6.0
73484,33.3
73485,49.7
73486,11.9
73487,2.7
73488,9.8
73489,9.6
73490,19.3
73491,61.8
73492,75.0
73493,1.5
73494,8.0
73495,157.5
73496,96.4
73497,4.4
73498,3.4
73499,38.8
73500,1.2
73501,29.3
73502,54.5
73503,24.8
73504,3.7
73505,14.7
73506,41.4
73507,16.6
73508,36.6
73509,2.4
73510,42.3
73511,47.4
73512,23.5
73513,4.5
73514,10.6
73515,4.8
73516,27.5
73517,10.2
73518,19.8
73519,3.4
73520,11.4
73521,5.7
73522,0.1
73523,72.9
73524,21.4
73525,11.5
73526,90.8
73527,59.2
73528,34.0
73529,6.6
73530,10.1
73531,37.0
73532,155.6
73533,5.3
73534,48.8
73535,173.8
73536,23.3
73537,8.7
73538,13.8
73539,46.2
73540,3.5
73541,2.3
73542,37.3
73543,24.4
73544,6.3
73545,7.9
73546,19.8
73547,16.2
73548,29.4
73549,10.2
73550,51.4
73551,32.9
73552,9.2
73553,1.4
73554,12.0
73555,14.2
73556,8.9
73557,2.3
73558,22.8
73559,149.0
73560,8.5
73561,0.8
73562,15.6
73563,27.1
73564,80.5
73565,1.8
73566,16.0
73567,1.6
73568,70.4
73569,5.6
73570,4.9
73571,2.7
73572,35.4
73573,107.9
73574,38.1
73575,4.5
73576,24.1
73577,17.8
73578,8.3
73579,24.6
73580,32.7
73581,12.6
73582,34.0
73583,15.2
73584,23.9
73585,62.4
73586,14.5
73587,24.7
73588,19.5
73589,30.1
73590,37.0
73591,0.2
73592,4.4
73593,62.1
73594,6.6
73595,32.2
73596,15.6
73597,16.7
73598,22.2
73599,66.1
73600,148.7
73601,2.9
73602,10.7
73603,43.8
73604,29.5
73605,21.0
73606,14.5
73607,38.3
73608,9.5
73609,49.5
73610,16.6
73611,59.7
73612,15.9
73613,20.6
73614,0.9
73615,14.0
73616,11.5
73617,3.9
73618,1.4
73619,19.8
73620,5.5
73621,42.7
73622,13.0
73623,29.3
73624,26.3
73625,11.9
73626,30.7
73627,3.2
73628,9.0
73629,1.2
73630,4.5
73631,19.3
73632,2.2
73633,7.5
73634,13.5
73635,26.6
73636,21.7
73637,28.0
73638,9.1
73639,93.5
73640,15.5
73641,96.6
73642,5.7
73643,43.0
73644,154.7
73645,85.8
73646,8.9
73647,11.0
73648,25.3
73649,3.6
73650,68.7
73651,12.2
73652,3.9
73653,9.6
73654,18.5
73655,0.8
73656,19.1
73657,32.8
73658,54.0
73659,99.5
73660,3.0
73661,0.1
73662,1.1
73663,45.3
73664,27.7
73665,80.0
73666,75.5
73667,27.7
73668,26.4
73669,72.4
73670,10.1
73671,96.3
73672,53.4
73673,93.4
73674,7.9
73675,13.9
73676,10.8
73677,56.3
73678,9.9
73679,4.4
73680,35.1
73681,81.0
73682,48.6
73683,25.3
73684,51.7
73685,43.6
73686,3.1
73687,12.0
73688,29.6
73689,12.8
73690,140.5
73691,46.4
73692,18.3
73693,5.4
73694,10.7
73695,29.3
73696,41.2
73697,28.2
73698,9.3
73699,14.3
73700,20.8
73701,8.9
73702,56.9
73703,16.4
73704,8.9
73705,4.4
73706,1.5
73707,8.2
73708,13.7
73709,41.0
73710,32.6
73711,8.3
73712,57.4
73713,0.6
73714,62.2
73715,6.8
73716,27.2
73717,8.4
73718,15.9
73719,1.9
73720,52.6
73721,3.5
73722,0.4
73723,6.3
73724,1.9
73725,0.3
73726,7.2
73727,28.1
73728,28.0
73729,31.5
73730,2.3
73731,58.5
73732,14.2
73733,23.5
73734,3.5
73735,1.6
73736,30.5
73737,1.1
73738,13.3
73739,32.5
73740,9.4
73741,1.0
73742,55.4
73743,68.3
73744,22.4
73745,18.3
73746,39.8
73747,18.5
73748,8.8
73749,0.6
73750,16.0
73751,18.8
73752,27.3
73753,80.4
73754,5.6
73755,20.6
73756,16.3
73757,54.0
73758,2.2
73759,23.0
73760,39.0
73761,25.6
73762,16.1
73763,22.3
73764,10.4
73765,33.0
73766,28.2
73767,24.9
73768,25.8
73769,5.3
73770,33.4
73771,18.7
73772,31.4
73773,50.7
73774,8.2
73775,17.5
73776,15.1
73777,13.6
73778,64.2
73779,28.4
73780,28.7
73781,34.1
73782,0.7
73783,60.5
73784,24.5
73785,5.9
73786,56.6
73787,4.2
73788,32.3
73789,0.1
73790,1.6
73791,25.3
73792,89.3
73793,25.8
73794,10.9
73795,1.2
73796,42.7
73797,20.4
73798,3.5
73799,25.0
73800,4.6
73801,0.8
73802,52.7
73803,49.3
73804,10.2
73805,3.1
73806,6.9
73807,76.5
73808,59.7
73809,32.3
73810,13.3
73811,37.8
73812,20.9
73813,99.0
73814,18.6
73815,8.7
73816,35.7
73817,12.7
73818,59.0
73819,28.3
73820,32.8
73821,25.4
73822,121.8
73823,26.5
73824,44.7
73825,8.6
73826,6.3
73827,15.7
73828,13.2
73829,12.8
73830,8.1
73831,58.0
73832,3.9
73833,9.0
73834,19.0
73835,49.6
73836,78.3
73837,53.0
73838,36.6
73839,19.8
73840,50.1
73841,22.2
73842,8.7
73843,20.8
73844,13.8
73845,6.2
73846,30.2
73847,25.5
73848,8.4
73849,31.4
73850,95.3
73851,9.1
73852,15.0
73853,30.7
73854,39.8
73855,23.6
73856,1.5
73857,4.1
73858,46.5
73859,90.0
73860,18.5
73861,6.2
73862,11.7
73863,47.4
73864,51.8
73865,1.5
73866,54.0
73867,15.1
73868,34.4
73869,10.4
73870,33.6
73871,37.4
73872,28.2
73873,18.9
73874,26.4
73875,18.1
73876,17.6
73877,45.2
73878,28.8
73879,0.3
73880,8.7
73881,11.3
73882,6.4
73883,4.4
73884,3.3
73885,14.7
73886,60.4
73887,47.0
73888,96.4
73889,34.5
73890,38.7
73891,44.4
73892,5.0
73893,13.6
73894,1.2
73895,39.2
73896,2.1
73897,1.3
73898,2.6
73899,31.6
73900,36.0
73901,0.5
73902,145.2
73903,79.4
73904,0.3
73905,40.2
73906,16.9
73907,8.8
73908,13.5
73909,13.1
73910,42.8
73911,26.6
73912,62.0
73913,30.0
73914,26.3
73915,154.2
73916,93.7
73917,1.3
73918,36.8
73919,69.8
73920,9.7
73921,159.4
73922,35.8
73923,30.7
73924,13.2
73925,4.4
73926,73.7
73927,152.2
73928,21.0
73929,0.4
73930,8.8
73931,38.8
73932,26.7
73933,14.5
73934,119.1
73935,67.3
73936,5.3
73937,14.5
73938,4.4
73939,19.3
73940,4.3
73941,9.4
73942,22.1
73943,16.7
73944,72.6
73945,29.8
73946,19.3
73947,49.8
73948,36.7
73949,8.5
73950,4.2
73951,5.1
73952,50.3
73953,52.6
73954,42.6
73955,13.6
73956,4.4
73957,19.9
73958,0.8
73959,6.4
73960,18.8
73961,6.9
73962,39.0
73963,20.9
73964,16.6
73965,5.4
73966,24.5
73967,29.6
73968,1.5
73969,21.8
73970,18.1
73971,19.4
73972,20.3
73973,32.2
73974,14.7
73975,107.6
73976,110.9
73977,8.1
73978,30.0
73979,8.3
73980,46.3
73981,26.8
73982,26.9
73983,35.3
73984,29.3
73985,4.5
73986,16.9
73987,22.6
73988,52.2
73989,20.1
73990,96.7
73991,15.5
73992,7.0
73993,119.4
73994,32.0
73995,69.9
73996,3.1
73997,0.4
73998,1.2
73999,6.8
74000,19.2
74001,15.5
74002,11.1
74003,116.5
74004,36.2
74005,30.2
74006,113.6
74007,13.2
74008,94.6
74009,5.6
74010,16.2
74011,16.5
74012,41.6
74013,24.7
74014,14.8
74015,26.2
74016,30.1
74017,52.1
74018,29.8
74019,61.4
74020,15.2
74021,53.4
74022,13.2
74023,13.6
74024,17.1
74025,5.7
74026,6.0
74027,2.2
